,nip_szukany,regon14,nip,nazwa,nazwaskrocona,numerwrejestrzeewidencji,datapowstania,datarozpoczeciadzialalnosci,datawpisudoregon,datazawieszeniadzialalnosci,datawznowieniadzialalnosci,datazaistnieniazmiany,datazakonczeniadzialalnosci,dataskresleniazregon,adsiedzkraj_symbol,adsiedzwojewodztwo_symbol,adsiedzpowiat_symbol,adsiedzgmina_symbol,adsiedzkodpocztowy,adsiedzmiejscowoscpoczty_symbol,adsiedzmiejscowosc_symbol,adsiedzulica_symbol,adsiedznumernieruchomosci,adsiedznumerlokalu,adsiedznietypowemiejscelokalizacji,numertelefonu,numerwewnetrznytelefonu,numerfaksu,adresemail,adresstronyinternetowej,adresemail2,adkorkraj_symbol,adkorwojewodztwo_symbol,adkorpowiat_symbol,adkorgmina_symbol,adkorkodpocztowy,adkormiejscowoscipoczty_symbol,adkormiejscowosc_symbol,adkorulica_symbol,adkornumernieruchomosci,adkornumerlokalu,adkornietypowemiejscelokalizacji,adkornazwapodmiotudokorespondencji,adsiedzkraj_nazwa,adsiedzwojewodztwo_nazwa,adsiedzpowiat_nazwa,adsiedzgmina_nazwa,adsiedzmiejscowosc_nazwa,adsiedzmiejscowoscpoczty_nazwa,adsiedzulica_nazwa,adkorkraj_nazwa,adkorwojewodztwo_nazwa,adkorpowiat_nazwa,adkorgmina_nazwa,adkormiejscowosc_nazwa,adkormiejscowoscpoczty_nazwa,adkorulica_nazwa,podstawowaformaprawna_symbol,szczegolnaformaprawna_symbol,formafinansowania_symbol,formawlasnosci_symbol,organzalozycielski_symbol,organrejestrowy_symbol,rodzajrejestruewidencji_symbol,podstawowaformaprawna_nazwa,szczegolnaformaprawna_nazwa,formafinansowania_nazwa,formawlasnosci_nazwa,organzalozycielski_nazwa,organrejestrowy_nazwa,rodzajrejestruewidencji_nazwa,jednosteklokalnych,datawpisudorejestruewidencji,adkormiejscowoscipoczty_nazwa
24,8871324112,89107615400000,8871324112,POWIATOWY URZĄD PRACY W ZĄBKOWICACH ŚLĄSKICH,PUP,,1999-10-13,2000-01-01,,,,2008-11-21,,,PL,02,24,054,57200,0984692,0984692,17372,7,,,0748157840,,0748157841,,,,,,,,,,,,,,,,POLSKA,DOLNOŚLĄSKIE,ząbkowicki,Ząbkowice Śląskie,Ząbkowice Śląskie,Ząbkowice Śląskie,ul. Powstańców Warszawy,,,,,,,,2,430,2,113,260022400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ZĄBKOWICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1999-10-13,
25,6151790977,23088198500000,6151790977,POWIATOWY URZĄD PRACY W ZGORZELCU,"POWIATOWY URZĄD PRACY, Z-C",,2000-01-01,2000-01-01,,,,2019-06-03,,,PL,02,25,021,59900,0936546,0936546,18099,14,,,757770500,,757770560,wrzg@praca.gov.pl,www.zgorzelec.praca.gov.pl,,,,,,,,,,,,,,POLSKA,DOLNOŚLĄSKIE,zgorzelecki,Zgorzelec,Zgorzelec,Zgorzelec,ul. Kazimierza Pułaskiego,,,,,,,,2,430,2,113,260022500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ZGORZELECKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
26,6941031585,39073016000000,6941031585,POWIATOWY URZĄD PRACY W ZŁOTORYI,,,1999-10-29,2000-01-01,,,,2023-02-22,,,PL,02,26,021,59500,0954219,0954219,12946,18,,,0768783731,,0768783731,wrzl@praca.gov.pl,www.pup.zlotoryja.pl,,,,,,,,,,,,,,POLSKA,DOLNOŚLĄSKIE,złotoryjski,Złotoryja,Złotoryja,Złotoryja,al. Miła,,,,,,,,2,430,2,113,260022600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ZŁOTORYJSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
27,9562020455,87124606300000,9562020455,WOJEWÓDZKI URZĄD PRACY W TORUNIU,,,1998-06-05,2000-07-01,,,,2015-04-15,,,PL,04,63,011,87100,0982724,0982724,48367,30/32,,,0566228600,,0566227485,WUP@WUP.TORUN.PL,,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,Toruń,ul. Szosa Chełmińska,,,,,,,,2,431,2,113,250040000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,WOJEWÓDZKIE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,MARSZAŁEK WOJEWÓDZTWA KUJAWSKO - POMORSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-06-05,
28,8911169713,91093311500000,8911169713,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-01,,,,2008-12-01,,,PL,04,01,011,87700,0985384,0985384,17742,1,,,0542824696,,0542822781,toal@praca.gov.pl,www.pup-aleksandrowkujawski.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,aleksandrowski,Aleksandrów Kujawski,Aleksandrów Kujawski,Aleksandrów Kujawski,ul. Przemysłowa,,,,,,,,2,430,2,113,260040100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ALEKSANDROWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
29,8741289156,87123989600000,8741289156,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-01,,,,2008-11-17,,,PL,04,02,011,87300,0982954,0982954,26608,3,,,0560564984903,,0564984903,torb@praca.gov.pl,http://bip.computerland.pl/PUP-Brodnica,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,brodnicki,Brodnica,Brodnica,Brodnica,ul. Żwirki i Wigury,,,,,,,,2,430,2,113,260040200,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BRODNICKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
30,9532364428,09253428200000,9532364428,POWIATOWY URZĄD PRACY,PUP,,1999-12-28,1999-12-28,,,,2008-11-25,,,PL,04,61,011,85950,0928363,0928363,22902,147,,,0523604300,,0523604341,toby@praca.gov.pl,pup.bydgoszcz.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,Bydgoszcz,Bydgoszcz,ul. Toruńska,,,,,,,,2,430,2,113,260040300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BYDGOSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1999-12-28,
31,8751065412,87122092200000,8751065412,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-01,,,,2008-11-18,,,PL,04,04,011,86200,0983066,0983066,22550,1,,,0566860041,,0566860041,chelmno@pupchelmno.pl,www.pupchelmno.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,chełmiński,Chełmno,Chełmno,Chełmno,ul. Świętojerska,,,,,,,,2,430,2,113,260040400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU CHEŁMIŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
32,8781547972,87121224200000,8781547972,POWIATOWY URZĄD PRACY W GOLUBIU-DOBRZYNIU,,,1994-12-14,2000-01-01,,,,2012-05-11,,,PL,04,05,011,87400,0983155,0983155,44153,26,,,0566835233,,,pup@golub.wup.torun.pl,http://www.golub.wup.torun.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,golubsko-dobrzyński,Golub-Dobrzyń,Golub-Dobrzyń,Golub-Dobrzyń,ul. Szosa Rypińska,,,,,,,,2,430,2,113,260040500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU GOLUBSKO - DOBRZYŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1994-12-14,
33,8761017917,87121838000000,8761017917,POWIATOWY URZĄD PRACY W GRUDZIĄDZU,,,2000-01-01,2000-01-01,,,,2008-11-26,,,PL,04,62,011,86300,0983333,0983333,15710,22,,,0566433000,,0566433001,TORG@PRACA.GOV.PL,WWW.PUP.GRUDZIADZ.COM.PL,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,Grudziądz,Grudziądz,Grudziądz,Grudziądz,ul. Parkowa,,,,,,,,2,430,2,113,260040600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU GRUDZIĄDZKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
34,5561109406,09012213800000,5561109406,POWIATOWY URZĄD PRACY,,,1993-01-01,1993-01-01,,,,2008-02-22,,,PL,04,07,011,88100,0928989,0928989,12569,17,,,0523592400,,0523592458,,,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,inowrocławski,Inowrocław,Inowrocław,Inowrocław,ul. Mątewska,,,,,,,,2,430,2,113,260040700,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU INOWROCŁAWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-01,
35,8931291558,91093352300000,8931291558,POWIATOWY URZĄD PRACY W LIPNIE,PUP LIPNO,,2000-01-01,2000-01-01,,,,2021-02-15,,,PL,04,08,011,87600,0985830,0985830,14914,7B,,,5428867000,,5428867500,toli@praca.gov.pl,lipno.praca.gov.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,lipnowski,Lipno,Lipno,Lipno,ul. Stefana Okrzei,,,,,,,,2,430,2,113,260040800,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU LIPNOWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
36,5571028129,09251109700000,5571028129,POWIATOWY URZĄD PRACY,,,1990-01-01,1990-01-01,,,,2022-12-12,,,PL,04,09,034,88300,0929428,0929428,14633,1,,,523186710,,523151841,tomo@praca.gov.pl,https:/mogilno.praca.gov.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,mogileński,Mogilno,Mogilno,Mogilno,ul. Obrońców Mogilna,,,,,,,,2,430,2,113,260040900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU MOGILEŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
37,5581569039,09251274800000,5581569039,POWIATOWY URZĄD PRACY  NAKŁO NAD NOTECIĄ,,,2000-01-01,2000-01-01,,,,2009-01-06,,,PL,04,10,034,89100,0929463,0929463,03673,46,,,0520523867610,,0520523867613,tona@praca.gov.pl,,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,nakielski,Nakło nad Notecią,Nakło nad Notecią,Nakło nad Notecią,ul. gen. Henryka Dąbrowskiego,,,,,,,,2,430,2,113,260041000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU NAKIELSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
38,8891248443,91093331600000,8891248443,POWIATOWY URZĄD PRACY,,,2000-01-01,2000-01-01,,,,2008-11-14,,,PL,04,11,011,88200,0986060,0986060,09572,20/22,,,0542852991,,0542853269,tora@praca.gov.pl,www.pup.radziejow.samorzady.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,radziejowski,Radziejów,Radziejów,Radziejów,ul. Kościuszki,,,,,,,,2,430,2,113,280041101,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,BURMISTRZ MIASTA RADZIEJÓW,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
39,8921160599,91093385900000,8921160599,POWIATOWY URZĄD PRACY W RYPINIE,,,2000-01-01,2000-01-01,,,,2009-01-27,,,PL,04,12,011,87500,0986136,0986136,14532,14,,,0542802144,,0542802479,tory@praca.gov.pl,,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,rypiński,Rypin,Rypin,Rypin,ul. Nowy Rynek,,,,,,,,2,430,2,113,260041200,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU RYPIŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
40,5611408566,09251269400000,5611408566,Powiatowy Urząd Pracy w Sępólnie Krajeńskim,,,2000-01-01,2000-01-01,,,,2017-11-08,,,PL,04,13,024,89400,0929546,0929546,09582,11,,,0523881350,,0523885367,tose@praca.gov.pl,sepolnokrajenskie.praca.gov.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,sępoleński,Sępólno Krajeńskie,Sępólno Krajeńskie,Sępólno Krajeńskie,ul. Tadeusza Kościuszki,,,,,,,,2,430,2,113,260041300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU SĘPOLEŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
41,5591130670,09250651200000,5591130670,POWIATOWY URZĄD PRACY W ŚWIECIU,PUP,,1993-01-01,1993-01-01,,,,2023-11-14,,,PL,04,14,094,86100,0929664,0929664,24628,195A,,,523332210,,,pup@swiecie.praca.gov.pl,swiecie.praca.gov.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,świecki,Świecie,Świecie,Świecie,ul. Wojska Polskiego,,,,,,,,2,430,2,113,260041400,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ŚWIECKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
42,8792199138,87123456800000,8792199138,POWIATOWY URZĄD PRACY DLA MIASTA TORUNIA,,,1998-10-13,2000-04-01,,,,2008-11-13,,,PL,04,63,011,87100,0982724,0982724,12540,49A,,,0560566580202,59,0566580201,TOTO@PRACA.GOV.PL,WWW.PUP.TORUN.PL,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,Toruń,ul. Mazowiecka,,,,,,,,2,430,2,113,070046300,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU M. TORUŃ,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1998-10-13,
43,8792201852,87123634300000,8792201852,POWIATOWY URZĄD PRACY DLA POWIATU TORUŃSKIEGO,PUP DLA PT,,1998-10-13,2000-04-01,,,,2019-09-30,,,PL,04,63,011,87100,0982724,0982724,17011,"115,115A",,,566753549,,,TOTOCH@PRACA.GOV.PL,WWW.PUP.POWIATTORUNSKI.IBIP.PL,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,Toruń,ul. Polna,,,,,,,,2,430,2,113,260041500,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU TORUŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
44,5611373052,09250659300000,5611373052,POWIATOWY URZĄD PRACY W TUCHOLI,,,1993-01-01,1993-01-01,,,,2021-10-08,,,PL,04,16,064,89500,0929724,0929724,16415,23,,,0525590800,,0525590801,PUP@TUCHOLA.PL,WWW.PUP.TUCHOLA.PL,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,tucholski,Tuchola,Tuchola,Tuchola,ul. Plac Wolności,,,,,,,,2,430,2,113,260041600,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU TUCHOLSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-01,
45,8781609963,87121448800000,8781609963,POWIATOWY URZĄD PRACY W WĄBRZEŹNIE,PUP WĄBRZEŹNO,,2000-01-01,2000-01-01,,,,2020-02-19,,,PL,04,17,011,87200,0983652,0983652,24687,44,,,566900400,,566900429,kancelaria@pup-wabrzezno.pl,www.wabrzezno.praca.gov.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,wąbrzeski,Wąbrzeźno,Wąbrzeźno,Wąbrzeźno,ul. Wolności,,,,,,,,2,430,2,113,260041700,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU WĄBRZESKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
46,8881540099,91093310900000,8881540099,POWIATOWY URZĄD PRACY WE WŁOCŁAWKU,,,2000-01-01,2000-01-01,,,,2016-03-23,,,PL,04,64,011,87800,0984752,0984752,07983,24,,,542340089,,542310782,towl@praca.gov.pl,http://wloclawek.praca.gov.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,Włocławek,Włocławek,ul. Kapitulna,,,,,,,,2,430,2,113,260041800,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU WŁOCŁAWSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,,
47,5621578873,09250936700000,5621578873,POWIATOWY URZĄD PRACY,,,1993-01-01,1993-01-01,,,,2008-11-21,,,PL,04,19,064,88400,0929865,0929865,20060,4,,,0523031064,,3031085,tozn@praca.gov.pl,www.pup.znin.pl,,,,,,,,,,,,,,POLSKA,KUJAWSKO-POMORSKIE,żniński,Żnin,Żnin,Żnin,ul. Składowa,,,,,,,,2,430,2,113,260041900,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU ŻNIŃSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-01,
48,7121936939,43012391300000,7121936939,WOJEWÓDZKI URZĄD PRACY W LUBLINIE,,,1992-12-22,2000-05-06,,,,2013-11-15,,,PL,06,63,011,20092,0954700,0954700,14686,4,,,0815320494,,0810814635300,sekretariat@wup.lublin.pl,,,,,,,,,,,,,,,POLSKA,LUBELSKIE,Lublin,Lublin,Lublin,Lublin,ul. Obywatelska,,,,,,,,2,431,2,113,250060000,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,WOJEWÓDZKIE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,MARSZAŁEK WOJEWÓDZTWA LUBELSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,3,2000-05-06,
49,5371998082,03088488900000,5371998082,POWIATOWY URZĄD PRACY W BIAŁEJ PODLASKIEJ,,,2000-01-01,2000-01-01,,,,2008-12-02,,,PL,06,61,011,21500,0922018,0922018,02230,101,,,0833438174,,0833438667,lubp@praca.gov.ol,www.pupbialapodlaska.pl,,,,,,,,,,,,,,POLSKA,LUBELSKIE,Biała Podlaska,Biała Podlaska,Biała Podlaska,Biała Podlaska,ul. Brzeska,,,,,,,,2,430,2,113,260060100,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BIALSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,2000-01-01,
50,9181028081,95003169200000,9181028081,POWIATOWY URZĄD PRACY W BIŁGORAJU,PUB BIŁGORAJ,,1993-01-01,1993-01-01,,,,2008-11-15,,,PL,06,02,011,23400,0987673,0987673,01651,38,,,0846850000,,0846861671,lubi@praca.gov.pl,www.pupbilgoraj.pl,,,,,,,,,,,,,,POLSKA,LUBELSKIE,biłgorajski,Biłgoraj,Biłgoraj,Biłgoraj,ul. Bohaterów Monte Cassino,,,,,,,,2,430,2,113,260060200,,000,JEDNOSTKA ORGANIZACYJNA NIEMAJĄCA OSOBOWOŚCI PRAWNEJ,POWIATOWE SAMORZĄDOWE JEDNOSTKI ORGANIZACYJNE,JEDNOSTKA BUDŻETOWA,WŁASNOŚĆ JEDNOSTEK SAMORZĄDU TERYTORIALNEGO LUB SAMORZĄDOWYCH OSÓB PRAWNYCH,STAROSTA POWIATU BIŁGORAJSKIEGO,,PODMIOTY UTWORZONE Z MOCY USTAWY,0,1993-01-01,
